Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Household (kWh),Urban Industrial (kWh),Urban Commercial (kWh),Urban Others (kWh),Rural Household (kWh),Rural Industrial (kWh),Rural Commercial (kWh),Rural Others (kWh),Period,Day,Month,Year,Season_Autumn,Season_Monsoon,Season_Post-Monsoon,Season_Summer,Season_Winter,Period_Lockdown,Period_Post-lockdown,Period_Pre-lockdown,Lag1_TotalEnergy,Lag2_TotalEnergy,Lag3_TotalEnergy
2021-10-08,24.2,85.3,1,15.1,0.7,3130000,4627.652026,850.0746809,1133.432908,566.7164539,283.358227,1041.981473,416.7925893,416.7925893,208.3962946,1,10,8,2021,0,1,0,0,0,0,1,0,4731.201056,4818.235156,6418.485871
2021-10-09,23.7,91.0,0,14.3,4.0,3130000,5540.44056,937.9339652,1250.57862,625.2893102,312.6446551,933.2847026,373.313881,373.313881,186.6569405,1,10,9,2021,1,0,0,0,0,0,1,0,4627.652026,4731.201056,4818.235156
2021-10-10,24.1,87.4,0,16.0,0.2,3130000,5330.348202,832.8051988,1110.406932,555.2034659,277.6017329,1008.562356,403.4249426,403.4249426,201.7124713,1,10,10,2021,1,0,0,0,0,0,1,0,5540.440560999999,4627.652026,4731.201056
2021-10-11,20.8,59.7,0,20.1,0.0,3130000,5670.752014,856.0094121,1141.345883,570.6729414,285.3364707,1117.169661,446.8678643,446.8678643,223.4339322,1,10,11,2021,1,0,0,0,0,0,1,0,5330.348202,5540.440560999999,4627.652026
2021-10-12,21.3,78.0,4,14.7,0.0,3130000,4958.783892,887.0631668,1182.750889,591.3754446,295.6877223,987.7947409,395.1178964,395.1178964,197.5589482,1,10,12,2021,0,0,0,0,1,0,1,0,5670.752014,5330.348202,5540.440560999999
2021-11-01,23.5,73.9,4,18.4,0.0,3130000,4898.926334,929.8505272,1239.800703,619.9003515,309.9501757,947.2559483,378.9023793,378.9023793,189.4511897,1,11,1,2021,0,0,0,0,1,0,1,0,4958.7838919999995,5670.752014,5330.348202
2021-11-02,22.2,47.1,4,22.4,0.0,3130000,5079.617676,917.4866967,1223.315596,611.6577978,305.8288989,1053.986144,421.5944577,421.5944577,210.7972288,1,11,2,2021,0,0,0,0,1,0,1,0,4898.926334,4958.7838919999995,5670.752014
2021-11-03,26.2,46.3,3,22.0,0.0,3130000,6376.7733,940.2180842,1253.624112,626.8120562,313.4060281,859.9890436,343.9956174,343.9956174,171.9978087,1,11,3,2021,0,0,0,1,0,0,1,0,5079.617676,4898.926334,4958.7838919999995
2021-11-04,28.8,50.1,3,21.7,0.0,3130000,6469.731052,901.7169161,1202.289221,601.1446107,300.5723054,953.8794883,381.5517953,381.5517953,190.7758977,1,11,4,2021,0,0,0,1,0,0,1,0,6376.773300000001,5079.617676,4898.926334
2021-11-05,28.5,59.1,3,25.3,0.0,3130000,6358.974648,894.2057278,1192.274304,596.1371519,298.0685759,918.9831469,367.5932588,367.5932588,183.7966294,1,11,5,2021,0,0,0,1,0,0,1,0,6469.731052,6376.773300000001,5079.617676
2021-11-06,24.5,84.0,1,16.2,0.2,3130000,4691.787813,921.8737418,1229.164989,614.5824945,307.2912473,967.4299346,386.9719738,386.9719738,193.4859869,1,11,6,2021,0,1,0,0,0,0,1,0,6358.974647,6469.731052,6376.773300000001
2021-11-07,24.8,86.9,1,9.6,0.2,3130000,4680.281534,944.1607441,1258.880992,629.4404961,314.720248,918.6272917,367.4509167,367.4509167,183.7254583,1,11,7,2021,0,1,0,0,0,0,1,0,4691.787813,6358.974647,6469.731052
2021-11-08,23.9,84.4,1,15.8,2.1,3130000,4584.606039,860.2367509,1146.982335,573.4911673,286.7455836,1001.994477,400.797791,400.797791,200.3988955,1,11,8,2021,0,1,0,0,0,0,1,0,4680.281534,4691.787813,6358.974647
2021-11-09,23.8,91.5,0,11.4,6.0,3130000,5634.385327,929.5286377,1239.371517,619.6857585,309.8428792,989.4387699,395.775508,395.775508,197.887754,1,11,9,2021,1,0,0,0,0,0,1,0,4584.606039,4680.281534,4691.787813
2021-11-10,25.0,83.6,0,15.5,4.0,3130000,5529.503426,903.1802067,1204.240276,602.1201378,301.0600689,980.6307882,392.2523153,392.2523153,196.1261576,1,11,10,2021,1,0,0,0,0,0,1,0,5634.385327,4584.606039,4680.281534
2021-11-11,20.5,58.0,0,18.8,0.0,3130000,5163.960965,862.5003179,1150.000424,575.000212,287.500106,878.8402239,351.5360896,351.5360896,175.7680448,1,11,11,2021,1,0,0,0,0,0,1,0,5529.503425,5634.385327,4584.606039
2021-11-12,21.4,76.2,4,15.8,0.0,3130000,4778.921856,844.6747044,1126.232939,563.1164696,281.5582348,968.8153958,387.5261583,387.5261583,193.7630792,1,11,12,2021,0,0,0,0,1,0,1,0,5163.960964,5529.503425,5634.385327
2021-12-01,22.8,65.8,4,17.7,0.0,3130000,5175.054938,921.3037453,1228.404994,614.2024969,307.1012484,1102.047873,440.8191493,440.8191493,220.4095747,1,12,1,2021,0,0,0,0,1,0,1,0,4778.921857,5163.960964,5529.503425
2021-12-02,22.9,49.1,4,22.0,0.0,3130000,4918.962386,957.7325956,1276.976794,638.488397,319.2441985,905.0256278,362.0102511,362.0102511,181.0051256,1,12,2,2021,0,0,0,0,1,0,1,0,5175.054938,4778.921857,5163.960964
2021-12-03,26.3,45.4,3,23.3,0.0,3130000,6810.207586,941.2540888,1255.005452,627.5027259,313.7513629,1023.036213,409.2144853,409.2144853,204.6072426,1,12,3,2021,0,0,0,1,0,0,1,0,4918.962386,5175.054938,4778.921857
2021-12-04,27.8,55.8,3,22.4,19.0,3130000,6718.379192,965.2340678,1286.978757,643.4893786,321.7446893,942.2472576,376.898903,376.898903,188.4494515,1,12,4,2021,0,0,0,1,0,0,1,0,6810.207586999999,4918.962386,5175.054938
2021-12-05,28.0,65.1,3,24.6,0.3,3130000,6544.990478,953.7253044,1271.633739,635.8168696,317.9084348,890.079243,356.0316972,356.0316972,178.0158486,1,12,5,2021,0,0,0,1,0,0,1,0,6718.379193,6810.207586999999,4918.962386
2021-12-06,24.8,86.3,1,11.3,1.0,3130000,4893.326851,909.3533583,1212.471144,606.2355722,303.1177861,1095.660744,438.2642977,438.2642977,219.1321488,1,12,6,2021,0,1,0,0,0,0,1,0,6544.990476999999,6718.379193,6810.207586999999
2021-12-07,24.4,89.9,1,5.1,0.9,3130000,4589.310629,838.277706,1117.703608,558.851804,279.425902,1046.477515,418.591006,418.591006,209.295503,1,12,7,2021,0,1,0,0,0,0,1,0,4893.326851,6544.990476999999,6718.379193
2021-12-08,23.3,89.5,1,16.5,1.0,3130000,4442.503013,841.9452211,1122.593628,561.296814,280.648407,956.8100975,382.724039,382.724039,191.3620195,1,12,8,2021,0,1,0,0,0,0,1,0,4589.310629,4893.326851,6544.990476999999
2021-12-09,23.8,92.6,0,7.5,8.0,3130000,5313.668223,850.828888,1134.438517,567.2192586,283.6096293,975.925866,390.3703464,390.3703464,195.1851732,1,12,9,2021,1,0,0,0,0,0,1,0,4442.503013,4589.310629,4893.326851
2021-12-10,25.6,78.2,0,17.4,0.1,3130000,5613.280941,884.6559169,1179.541223,589.7706113,294.8853056,1048.98441,419.5937641,419.5937641,209.7968821,1,12,10,2021,1,0,0,0,0,0,1,0,5313.668223000001,4442.503013,4589.310629
2021-12-11,21.7,59.8,0,18.9,0.0,3130000,5619.237064,935.3230018,1247.097336,623.5486678,311.7743339,961.5033377,384.6013351,384.6013351,192.3006675,1,12,11,2021,1,0,0,0,0,0,1,0,5613.280941,5313.668223000001,4442.503013
2021-12-12,20.9,75.9,4,14.9,0.0,3130000,5008.231134,851.4533145,1135.271086,567.635543,283.8177715,1071.374232,428.5496928,428.5496928,214.2748464,1,12,12,2021,0,0,0,0,1,0,1,0,5619.237064000001,5613.280941,5313.668223000001
2022-01-01,20.5,75.6,4,17.3,0.0,3130000,4887.421767,831.8694005,1109.159201,554.5796004,277.2898002,1040.405165,416.162066,416.162066,208.081033,1,1,1,2022,0,0,0,0,1,0,1,0,5008.231135,5619.237064000001,5613.280941
2022-01-02,21.0,54.8,4,21.2,0.0,3130000,4881.587035,899.406192,1199.208256,599.604128,299.802064,919.4963485,367.7985394,367.7985394,183.8992697,1,1,2,2022,0,0,0,0,1,0,1,0,4887.421767,5008.231135,5619.237064000001
2022-01-03,24.2,44.0,3,21.3,0.0,3130000,6990.904606,945.5118041,1260.682406,630.3412028,315.1706014,1016.533654,406.6134616,406.6134616,203.3067308,1,1,3,2022,0,0,0,1,0,0,1,0,4881.587034,4887.421767,5008.231135
2022-01-04,27.7,35.7,3,27.5,0.0,3130000,7162.631686,925.3924278,1233.85657,616.9282852,308.4641426,1107.799556,443.1198223,443.1198223,221.5599112,1,1,4,2022,0,0,0,1,0,0,1,0,6990.904606,4881.587034,4887.421767
2022-01-05,28.7,52.4,3,27.1,0.0,3130000,6930.861745,936.1605386,1248.214051,624.1070257,312.0535129,998.555378,399.4221512,399.4221512,199.7110756,1,1,5,2022,0,0,0,1,0,0,1,0,7162.631686,6990.904606,4881.587034
2022-01-06,27.5,66.7,1,18.7,0.4,3130000,5118.651726,1028.818452,1371.757936,685.8789682,342.9394841,947.2638842,378.9055537,378.9055537,189.4527768,1,1,6,2022,0,1,0,0,0,0,1,0,6930.861745,7162.631686,6990.904606
2022-01-07,24.0,89.6,1,7.9,5.0,3130000,5143.470951,938.3317829,1251.109044,625.5545219,312.777261,1105.224498,442.0897992,442.0897992,221.0448996,1,1,7,2022,0,1,0,0,0,0,1,0,5118.651726,6930.861745,7162.631686
2022-01-08,25.2,81.6,1,16.7,1.0,3130000,5463.684673,1047.632244,1396.842992,698.4214958,349.2107479,1082.933654,433.1734616,433.1734616,216.5867308,1,1,8,2022,0,1,0,0,0,0,1,0,5143.470951,5118.651726,6930.861745
2022-01-09,24.9,83.7,0,14.8,8.0,3130000,6528.390585,1004.417368,1339.223157,669.6115784,334.8057892,1192.838767,477.1355069,477.1355069,238.5677534,1,1,9,2022,1,0,0,0,0,0,1,0,5463.684673,5143.470951,5118.651726
2022-01-10,24.6,85.6,0,12.8,2.4,3130000,6683.595745,1114.968875,1486.625166,743.3125832,371.6562916,1070.466482,428.1865927,428.1865927,214.0932963,1,1,10,2022,1,0,0,0,0,0,1,0,6528.390585,5463.684673,5143.470951
2022-01-11,20.9,67.0,0,21.1,0.0,3130000,7032.282771,1067.630195,1423.506927,711.7534633,355.8767317,1295.364445,518.1457781,518.1457781,259.072889,1,1,11,2022,1,0,0,0,0,0,1,0,6683.5957450000005,6528.390585,5463.684673
2022-01-12,20.3,69.2,4,18.7,0.0,3130000,6064.608131,1083.684474,1444.912632,722.4563162,361.2281581,1133.862244,453.5448977,453.5448977,226.7724489,1,1,12,2022,0,0,0,0,1,0,1,0,7032.282771,6683.5957450000005,6528.390585
2022-02-01,20.9,76.2,4,13.6,0.0,3130000,5106.898236,891.199194,1188.265592,594.132796,297.066398,1050.319105,420.1276421,420.1276421,210.063821,1,2,1,2022,0,0,0,0,1,0,1,0,6064.608131,7032.282771,6683.5957450000005
2022-02-02,21.9,53.4,4,21.4,0.0,3130000,4923.04399,820.0701834,1093.426911,546.7134556,273.3567278,1072.08534,428.8341359,428.8341359,214.4170679,1,2,2,2022,0,0,0,0,1,0,1,0,5106.898235,6064.608131,7032.282771
2022-02-03,24.6,46.9,3,20.1,0.0,3130000,6921.540539,937.784891,1250.379855,625.1899274,312.5949637,1003.504292,401.4017167,401.4017167,200.7008584,1,2,3,2022,0,0,0,1,0,0,1,0,4923.04399,5106.898235,6064.608131
2022-02-04,27.6,48.0,3,26.8,0.0,3130000,7289.279959,957.0947133,1276.126284,638.0631422,319.0315711,1101.626559,440.6506237,440.6506237,220.3253119,1,2,4,2022,0,0,0,1,0,0,1,0,6921.540539,4923.04399,5106.898235
2022-02-05,28.5,62.9,3,26.2,0.0,3130000,7072.962437,879.4435185,1172.591358,586.295679,293.1478395,1145.358097,458.1432387,458.1432387,229.0716194,1,2,5,2022,0,0,0,1,0,0,1,0,7289.279959,6921.540539,4923.04399
2022-02-06,28.3,63.7,1,21.0,0.0,3130000,4977.797351,971.9651423,1295.953523,647.9767615,323.9883808,968.581774,387.4327096,387.4327096,193.7163548,1,2,6,2022,0,1,0,0,0,0,1,0,7072.962437,7289.279959,6921.540539
2022-02-07,24.4,88.1,1,13.3,3.6,3130000,5472.268671,1070.539397,1427.385863,713.6929316,356.8464658,1055.298336,422.1193346,422.1193346,211.0596673,1,2,7,2022,0,1,0,0,0,0,1,0,4977.797351,7072.962437,7289.279959
2022-02-08,25.2,82.3,1,17.6,0.4,3130000,5347.964492,1001.711468,1335.615291,667.8076456,333.9038228,1099.352439,439.7409756,439.7409756,219.8704878,1,2,8,2022,0,1,0,0,0,0,1,0,5472.268671,4977.797351,7072.962437
2022-02-09,26.1,82.2,0,18.9,0.3,3130000,6500.743285,1041.611904,1388.815872,694.407936,347.203968,1118.50297,447.4011881,447.4011881,223.7005941,1,2,9,2022,1,0,0,0,0,0,1,0,5347.964492,5472.268671,4977.797351
2022-02-10,24.5,83.7,0,16.3,1.3,3130000,7004.187865,1068.406796,1424.542394,712.271197,356.1355985,1288.334474,515.3337895,515.3337895,257.6668948,1,2,10,2022,1,0,0,0,0,0,1,0,6500.7432850000005,5347.964492,5472.268671
2022-02-11,22.0,71.5,0,18.2,0.0,3130000,7030.58827,1090.296796,1453.729061,726.8645304,363.4322652,1256.627266,502.6509064,502.6509064,251.3254532,1,2,11,2022,1,0,0,0,0,0,1,0,7004.187866,6500.7432850000005,5347.964492
2022-02-12,20.8,69.9,4,18.6,0.0,3130000,6189.490087,1156.676283,1542.235044,771.1175222,385.5587611,1072.536611,429.0146444,429.0146444,214.5073222,1,2,12,2022,0,0,0,0,1,0,1,0,7030.58827,7004.187866,6500.7432850000005
2022-03-01,21.3,72.8,4,16.7,0.0,3130000,5171.303892,876.4442257,1168.592301,584.2961505,292.1480752,1106.702459,442.6809837,442.6809837,221.3404919,1,3,1,2022,0,0,0,0,1,0,1,0,6189.490087,7030.58827,7004.187866
2022-03-02,20.7,58.6,4,21.8,0.0,3130000,5028.82453,942.9766643,1257.302219,628.6511095,314.3255548,919.4640625,367.785625,367.785625,183.8928125,1,3,2,2022,0,0,0,0,1,0,1,0,5171.303892,6189.490087,7030.58827
2022-03-03,25.4,46.8,3,20.0,0.0,3130000,6740.298492,855.6706726,1140.89423,570.4471151,285.2235575,1072.976624,429.1906495,429.1906495,214.5953248,1,3,3,2022,0,0,0,1,0,0,1,0,5028.82453,5171.303892,6189.490087
2022-03-04,28.5,56.2,3,25.1,0.0,3130000,7091.524868,920.974436,1227.965915,613.9829573,306.9914787,1088.474939,435.3899757,435.3899757,217.6949878,1,3,4,2022,0,0,0,1,0,0,1,0,6740.298493,5028.82453,5171.303892
2022-03-05,28.3,63.5,3,26.5,0.0,3130000,6658.804243,836.8278294,1115.770439,557.8852196,278.9426098,1063.313989,425.3255957,425.3255957,212.6627979,1,3,5,2022,0,0,0,1,0,0,1,0,7091.524868,6740.298493,5028.82453
2022-03-06,28.2,64.6,1,24.9,0.7,3130000,5036.452612,951.1471237,1268.196165,634.0980825,317.0490412,1033.591724,413.4366896,413.4366896,206.7183448,1,3,6,2022,0,1,0,0,0,0,1,0,6658.8042430000005,7091.524868,6740.298493
2022-03-07,25.0,85.5,1,15.0,0.3,3130000,5324.573673,1053.189121,1404.252162,702.1260809,351.0630404,1007.379113,402.9516454,402.9516454,201.4758227,1,3,7,2022,0,1,0,0,0,0,1,0,5036.452612,6658.8042430000005,7091.524868
2022-03-08,25.3,84.2,1,14.7,0.8,3130000,5268.474143,1036.497058,1381.996077,690.9980386,345.4990193,1000.025624,400.0102496,400.0102496,200.0051248,1,3,8,2022,0,1,0,0,0,0,1,0,5324.573673,5036.452612,6658.8042430000005
2022-03-09,26.2,82.7,0,18.3,9.0,3130000,6627.487999,1053.984716,1405.312955,702.6564773,351.3282386,1153.328272,461.3313086,461.3313086,230.6656543,1,3,9,2022,1,0,0,0,0,0,1,0,5268.474143,5324.573673,5036.452612
2022-03-10,24.6,79.8,0,18.7,0.3,3130000,6602.580225,1053.42095,1404.561267,702.2806334,351.1403167,1137.132992,454.8531969,454.8531969,227.4265985,1,3,10,2022,1,0,0,0,0,0,1,0,6627.488,5268.474143,5324.573673
2022-03-11,21.9,63.6,0,21.1,0.0,3130000,6509.985576,1103.52845,1471.371267,735.6856333,367.8428167,1006.763468,402.7053872,402.7053872,201.3526936,1,3,11,2022,1,0,0,0,0,0,1,0,6602.580225,6627.488,5268.474143
2022-03-12,22.8,71.0,4,15.0,0.0,3130000,6302.749017,1096.88773,1462.516973,731.2584865,365.6292433,1226.869205,490.747682,490.747682,245.373841,1,3,12,2022,0,0,0,0,1,0,1,0,6509.985575000001,6602.580225,6627.488
2022-04-01,20.8,70.2,4,18.3,0.0,3130000,4982.108424,949.1649416,1265.553256,632.7766278,316.3883139,891.3899501,356.55598,356.55598,178.27799,1,4,1,2022,0,0,0,0,1,0,1,0,6302.749018,6509.985575000001,6602.580225
2022-04-02,19.7,66.7,4,19.6,0.0,3130000,4973.860809,918.722546,1224.963395,612.4816973,306.2408487,932.4819485,372.9927794,372.9927794,186.4963897,1,4,2,2022,0,0,0,0,1,0,1,0,4982.108424,6302.749018,6509.985575000001
2022-04-03,25.2,45.8,3,21.9,0.0,3130000,6699.745178,928.9884807,1238.651308,619.3256538,309.6628269,935.5645916,374.2258366,374.2258366,187.1129183,1,4,3,2022,0,0,0,1,0,0,1,0,4973.860809,4982.108424,6302.749018
2022-04-04,28.5,57.1,3,21.9,0.0,3130000,6977.829016,959.5116618,1279.348882,639.6744412,319.8372206,981.999294,392.7997176,392.7997176,196.3998588,1,4,4,2022,0,0,0,1,0,0,1,0,6699.745178,4973.860809,4982.108424
2022-04-05,29.1,57.9,3,27.3,0.0,3130000,7149.663938,1003.529285,1338.039046,669.019523,334.5097615,966.4837273,386.5934909,386.5934909,193.2967455,1,4,5,2022,0,0,0,1,0,0,1,0,6977.829016,6699.745178,4973.860809
2022-04-06,28.7,63.2,1,25.6,0.1,3130000,5352.420023,1053.263448,1404.351264,702.1756322,351.0878161,1027.493392,410.9973569,410.9973569,205.4986785,1,4,6,2022,0,1,0,0,0,0,1,0,7149.663939,6977.829016,6699.745178
2022-04-07,23.9,90.9,1,11.1,10.7,3130000,5488.758856,1051.783398,1402.377865,701.1889323,350.5944662,1094.706382,437.8825528,437.8825528,218.9412764,1,4,7,2022,0,1,0,0,0,0,1,0,5352.420023000001,7149.663939,6977.829016
2022-04-08,25.0,87.5,1,11.9,11.2,3130000,5651.745146,1077.913579,1437.218105,718.6090526,359.3045263,1129.210361,451.6841443,451.6841443,225.8420721,1,4,8,2022,0,1,0,0,0,0,1,0,5488.758856,5352.420023000001,7149.663939
2022-04-09,25.3,86.2,0,11.7,2.8,3130000,6701.675673,1091.05234,1454.736453,727.3682264,363.6841132,1123.912758,449.5651031,449.5651031,224.7825516,1,4,9,2022,1,0,0,0,0,0,1,0,5651.745145999999,5488.758856,5352.420023000001
2022-04-10,24.1,83.3,0,17.5,0.9,3130000,6866.590842,1125.921535,1501.228714,750.6143569,375.3071784,1131.757095,452.7028381,452.7028381,226.351419,1,4,10,2022,1,0,0,0,0,0,1,0,6701.675674,5651.745145999999,5488.758856
2022-04-11,21.8,65.6,0,20.4,0.0,3130000,6759.486623,1109.891249,1479.854999,739.9274996,369.9637498,1105.02332,442.0093279,442.0093279,221.004664,1,4,11,2022,1,0,0,0,0,0,1,0,6866.5908420000005,6701.675674,5651.745145999999
2022-04-12,23.7,77.1,4,14.1,0.2,3130000,6157.706098,1131.650497,1508.867329,754.4336646,377.2168323,1098.415491,439.3661962,439.3661962,219.6830981,1,4,12,2022,0,0,0,0,1,0,1,0,6759.486623000001,6866.5908420000005,6701.675674
2022-05-01,20.7,69.9,4,18.3,0.0,3130000,4759.739577,820.0745165,1093.432689,546.7163444,273.3581722,995.9755353,398.3902141,398.3902141,199.1951071,1,5,1,2022,0,0,0,0,1,0,1,0,6157.706098,6759.486623000001,6866.5908420000005
2022-05-02,20.0,62.3,4,21.4,0.0,3130000,4594.818296,842.5426681,1123.390224,561.6951121,280.847556,871.5334937,348.6133975,348.6133975,174.3066987,1,5,2,2022,0,0,0,0,1,0,1,0,4759.739578000001,6157.706098,6759.486623000001
2022-05-03,25.2,44.3,3,23.7,0.0,3130000,7140.587813,963.010575,1284.0141,642.00705,321.003525,1042.108529,416.8434115,416.8434115,208.4217057,1,5,3,2022,0,0,0,1,0,0,1,0,4594.818296,4759.739578000001,6157.706098
2022-05-04,29.3,59.7,3,21.6,0.0,3130000,7073.03105,939.9807383,1253.307651,626.6538255,313.3269128,1049.578335,419.8313341,419.8313341,209.915667,1,5,4,2022,0,0,0,1,0,0,1,0,7140.587813,4594.818296,4759.739578000001
2022-05-05,29.2,56.9,3,27.0,0.1,3130000,6858.457977,852.5287278,1136.70497,568.3524852,284.1762426,1110.481084,444.1924335,444.1924335,222.0962167,1,5,5,2022,0,0,0,1,0,0,1,0,7073.03105,7140.587813,4594.818296
2022-05-06,28.6,65.3,1,23.8,0.6,3130000,5234.551315,1024.088803,1365.451738,682.7258689,341.3629344,1014.637603,405.8550412,405.8550412,202.9275206,1,5,6,2022,0,1,0,0,0,0,1,0,6858.457977,7073.03105,7140.587813
2022-05-07,23.6,90.5,1,4.7,3.0,3130000,5413.601502,1003.719828,1338.293104,669.146552,334.573276,1135.617713,454.2470853,454.2470853,227.1235427,1,5,7,2022,0,1,0,0,0,0,1,0,5234.551315,6858.457977,7073.03105
2022-05-08,23.8,93.4,1,3.6,15.0,3130000,5453.878186,952.0022267,1269.336302,634.6681511,317.3340756,1236.430963,494.5723854,494.5723854,247.2861927,1,5,8,2022,0,1,0,0,0,0,1,0,5413.601501,5234.551315,6858.457977
2022-05-09,25.0,85.3,0,11.7,1.2,3130000,6601.987365,1057.012411,1409.349881,704.6749405,352.3374703,1136.671381,454.6685524,454.6685524,227.3342762,1,5,9,2022,1,0,0,0,0,0,1,0,5453.878186,5413.601501,5234.551315
2022-05-10,24.3,86.7,0,17.1,5.0,3130000,6552.660697,978.4875783,1304.650104,652.3250522,326.1625261,1239.741181,495.8964724,495.8964724,247.9482362,1,5,10,2022,1,0,0,0,0,0,1,0,6601.987365999999,5453.878186,5413.601501
2022-05-11,21.7,63.4,0,20.9,0.0,3130000,6599.027604,1114.183891,1485.578521,742.7892604,371.3946302,1027.520748,411.0082991,411.0082991,205.5041496,1,5,11,2022,1,0,0,0,0,0,1,0,6552.660697,6601.987365999999,5453.878186
2022-05-12,24.1,76.9,4,14.2,0.1,3130000,6135.497841,1040.70238,1387.603174,693.801587,346.9007935,1239.020856,495.6083424,495.6083424,247.8041712,1,5,12,2022,0,0,0,0,1,0,1,0,6599.027603,6552.660697,6601.987365999999
2022-06-01,20.7,75.9,4,17.1,0.0,3130000,4974.589892,847.1937108,1129.591614,564.7958072,282.3979036,1057.250554,422.9002214,422.9002214,211.4501107,1,6,1,2022,0,0,0,0,1,0,1,0,6135.497841,6599.027603,6552.660697
2022-06-02,21.2,60.6,4,21.6,0.0,3130000,5032.4834,844.4841265,1125.978835,562.9894176,281.4947088,1084.88851,433.9554039,433.9554039,216.977702,1,6,2,2022,0,0,0,0,1,0,1,0,4974.589892,6135.497841,6599.027603
2022-06-03,25.1,49.0,3,17.7,0.0,3130000,6923.993879,993.2649407,1324.353254,662.1766271,331.0883136,911.2041371,364.4816548,364.4816548,182.2408274,1,6,3,2022,0,0,0,1,0,0,1,0,5032.4834,4974.589892,6135.497841
2022-06-04,29.1,62.2,3,24.4,0.0,3130000,7344.91035,928.6200659,1238.160088,619.0800439,309.540022,1168.880906,467.5523623,467.5523623,233.7761812,1,6,4,2022,0,0,0,1,0,0,1,0,6923.993879,5032.4834,4974.589892
2022-06-05,29.1,53.0,3,27.5,0.0,3130000,6887.995638,958.4192627,1277.89235,638.9461751,319.4730876,944.7156554,377.8862621,377.8862621,188.9431311,1,6,5,2022,0,0,0,1,0,0,1,0,7344.91035,6923.993879,5032.4834
2022-06-06,27.9,66.1,1,19.4,2.4,3130000,5200.360559,931.736437,1242.315249,621.1576246,310.5788123,1150.588039,460.2352156,460.2352156,230.1176078,1,6,6,2022,0,1,0,0,0,0,1,0,6887.995638,7344.91035,6923.993879
2022-06-07,23.3,94.0,1,7.4,25.0,3130000,5516.660598,1043.612309,1391.483079,695.7415393,347.8707696,1122.39027,448.9561082,448.9561082,224.4780541,1,6,7,2022,0,1,0,0,0,0,1,0,5200.360559000001,6887.995638,7344.91035
2022-06-08,24.0,88.4,1,11.9,0.6,3130000,5551.743467,1108.257959,1477.677279,738.8386394,369.4193197,1026.457269,410.5829076,410.5829076,205.2914538,1,6,8,2022,0,1,0,0,0,0,1,0,5516.660597,5200.360559000001,6887.995638
2022-06-09,24.7,87.6,0,13.7,18.0,3130000,6486.651546,1105.925305,1474.567073,737.2835365,368.6417683,1004.312608,401.7250433,401.7250433,200.8625217,1,6,9,2022,1,0,0,0,0,0,1,0,5551.743467,5516.660597,5200.360559000001
2022-06-10,24.0,86.5,0,12.7,0.8,3130000,6756.401123,1121.807695,1495.743593,747.8717964,373.9358982,1089.916911,435.9667643,435.9667643,217.9833822,1,6,10,2022,1,0,0,0,0,0,1,0,6486.651546,5551.743467,5516.660597
2022-06-11,21.6,63.3,0,20.5,0.0,3130000,7167.144796,1200.517711,1600.690281,800.3451405,400.1725702,1131.737407,452.6949628,452.6949628,226.3474814,1,6,11,2022,1,0,0,0,0,0,1,0,6756.401123,6486.651546,5551.743467
2022-06-12,23.0,71.3,4,16.1,0.0,3130000,5739.670973,1007.316946,1343.089261,671.5446305,335.7723152,1102.631254,441.0525018,441.0525018,220.5262509,1,6,12,2022,0,0,0,0,1,0,1,0,7167.144795,6756.401123,6486.651546
2022-07-01,20.6,77.4,4,17.0,0.0,3130000,4947.566845,888.2588218,1184.345096,592.1725479,296.0862739,975.2168065,390.0867226,390.0867226,195.0433613,1,7,1,2022,0,0,0,0,1,0,1,0,5739.670972,7167.144795,6756.401123
2022-07-02,21.8,66.0,4,21.5,0.0,3130000,5061.022508,854.6165444,1139.488726,569.744363,284.8721815,1081.953557,432.7814228,432.7814228,216.3907114,1,7,2,2022,0,0,0,0,1,0,1,0,4947.566844999999,5739.670972,7167.144795
2022-07-03,25.8,50.9,3,18.0,0.0,3130000,6854.164664,931.903246,1242.537661,621.2688307,310.6344153,987.4048999,394.9619599,394.9619599,197.48098,1,7,3,2022,0,0,0,1,0,0,1,0,5061.022508,4947.566844999999,5739.670972
2022-07-04,29.3,58.1,3,24.6,0.0,3130000,7263.144403,1017.954327,1357.272436,678.6362179,339.318109,989.5546699,395.821868,395.821868,197.910934,1,7,4,2022,0,0,0,1,0,0,1,0,6854.164664,5061.022508,4947.566844999999
2022-07-05,29.4,56.0,3,27.0,0.0,3130000,7321.221691,987.3281565,1316.437542,658.218771,329.1093855,1056.225772,422.490309,422.490309,211.2451545,1,7,5,2022,0,0,0,1,0,0,1,0,7263.144403,6854.164664,5061.022508
2022-07-06,27.5,68.4,1,13.9,0.6,3130000,4822.690906,846.7810005,1129.041334,564.520667,282.2603335,1095.66324,438.2652959,438.2652959,219.132648,1,7,6,2022,0,1,0,0,0,0,1,0,7321.221691,7263.144403,6854.164664
2022-07-07,23.0,94.6,1,3.9,18.0,3130000,5256.301571,1058.633563,1411.511417,705.7557084,352.8778542,962.0991551,384.839662,384.839662,192.419831,1,7,7,2022,0,1,0,0,0,0,1,0,4822.690906,7321.221691,7263.144403
